,id,name,carb,protein,fat,salt,kcal
13232,P13833,갈비맛 골드,0.63,1.58,0.94,5.04,17.73
13233,P13834,둘리,0.43,1.01,1.09,0.18,15.57
13234,P13835,맛대장,1.41,1.33,0.04,51.57,11.34
13235,P13836,새 몽땅야채맛 소시지,1.49,1.06,0.37,6.12,13.77
13236,P13837,새 참맛 소시지,1.56,1.83,0.33,6.57,16.92
13237,P13838,새 홈 소시지,1.84,0.53,1.1,6.57,19.35
13238,P13839,야채몽땅 소시지,1.64,0.7,0.94,6.12,17.82
13239,P13840,야채소세지,1.83,1.22,0.11,81.36,13.05
13240,P13841,잘 재운 동원 참 갈비,0.56,1.49,1.64,155.7,22.86
13241,P13842,점보 포크소세지,0.51,1.15,0.71,75.42,15.75
13242,P13843,참피온 소세지,2.2,0.57,0.43,69.3,14.94
13243,P13844,천하200,1.24,0.94,0.8,0.09,16.02
13244,P13845,천하Q,1.3,0.92,0.86,0.09,16.74
13245,P13846,천하장군,1.22,1.49,0.04,50.4,11.16
13246,P13847,천하장사,0.85,1.06,1.13,0.09,17.82
13247,P13848,천하장사Q,1.19,1.11,1.02,0.09,18.36
13248,P13849,홈소세지,2.21,1.4,0.38,5.94,18.27
13249,P13850,IMF 후랑크,0.79,1.24,0.83,5.31,16.11
13250,P13851,LA 후랑크,0.79,1.69,0.84,5.31,18
13251,P13852,덩크 후랑크,0.81,1.51,0.89,4.77,17.64
13252,P13853,숯불구이 후랑크,1.49,1.32,0.98,89.73,20.07
13253,P13854,점프 후랑크,0.78,1.24,1.17,4.23,17.82
13254,P13855,직화구이 후랑크,1.32,4.35,1.77,196.8,51.6
13255,P13859,핫후랑크 소세지,0.86,1.03,1.93,158.4,24.93
13256,P13860,후랑크 땡,0.82,1.11,0.85,4.86,15.66
13257,P13861,후랑크 말이,1.03,1.49,0.21,45,11.97
13258,P13862,후랑크 소세지,0.75,1.15,1.58,163.8,21.78
13259,P13864,꼬리곰탕 액즙,1,2.5,1.9,290,42
13260,P13865,토가니탕,1,16,2.3,290,87
13261,P13866,레또크림스튜,0.2,4.1,8,119,118
13262,P13867,갈비 경단,1.07,0.75,0.09,5.49,21.96
13263,P13868,갈비맛 완자,0.69,1.44,0.84,63.99,16.02
13264,P13869,게와야채 맛 너겟,2.8,0.75,1.12,130.05,24.3
13265,P13870,꼬마볼,1.8,1.12,0.03,0,11.88
13266,P13871,동그랑땡,0.93,1.2,0.42,24.03,15.3
13267,P13874,동그랑땡 상온,1.46,1.27,1,0,17.91
13268,P13875,동그랑땡 구이맛,0.82,1.22,0.86,4.59,16.38
13269,P13876,레또 미트볼,1.34,0.72,1.01,45.09,17.28
13270,P13877,레또 탕수완자,1.38,0.53,0.64,33.66,13.41
13271,P13878,미니롤,2.86,1.58,0.58,30.6,20.25
13272,P13879,미트,0.57,1.44,1.46,44.1,21.15
13273,P13881,버섯 동그랑땡,0.54,1.22,1.05,3.96,16.47
13274,P13882,새우맛 땡,0.85,1.13,0.77,4.5,15.21
13275,P13883,쇠고기 동그랑땡,0.17,1.24,1.39,42.93,18.09
13276,P13884,야채땡,0.17,1.03,1.15,42.93,18.63
13277,P13885,오징어 동그랑땡,0.8,1.01,0.95,51.48,15.84
13278,P13886,완자 동그랑땡,0.94,1.41,0.14,42.12,10.62
13279,P13887,전통떡갈비1,1.07,1.06,1.45,5.49,24.03
13280,P13888,전통떡갈비2,1.07,1.23,2.02,5.49,27.36
13281,P13889,좋은 순돈육,1.89,1.21,1.23,29.97,19.8
13282,P13890,진주 동그랑땡,1.04,1.09,0.74,0,15.21
13283,P13891,치킨잡채 땡,0.1,1.35,1.71,46.26,21.69
13284,P13892,탕수완자,1.02,0.79,1.05,33.66,16.65
13285,P13893,장조림,0.29,1.47,1.05,67.77,16.92
13286,P13894,앙코르 장조림,0.32,1.25,0.45,164.7,10.35
13287,P13895,진주 장조림,0.49,1.31,0.1,67.77,8.1
13288,P13899,구운 소금구이맛 햄,0.28,1.56,1.17,44.46,18.36
13289,P13900,김밥속 햄,0.29,1.37,1.03,0.18,15.93
13290,P13901,김밥 햄,0.86,1.2,1.29,63.99,19.8
13291,P13903,김치속속 햄,0.78,1.05,1.27,44.46,18.72
13292,P13904,더블스모크 햄,0.62,1.94,0.91,3.96,18.9
13293,P13905,불고기골드 햄,1.06,1.14,1.26,86.04,20.16
13294,P13906,불고기맛,1.28,1.28,0.87,86.4,34.2
13295,P13907,불고기 스모크햄,1.28,1.11,1.12,86.4,19.62
13296,P13908,불고기햄,0.97,1.17,1.38,91.8,20.97
13297,P13909,빅 스모크햄,0.99,0.95,0.89,55.08,15.93
13298,P13910,순돈육햄,0.2,1.74,1.14,47.34,18.45
13299,P13911,숯불구이 완자햄,1.03,1.17,1.2,84.69,19.53
13300,P13912,숯불구이 햄,1.61,1.32,0.95,90.63,20.25
13301,P13913,숯불김밥 햄,1.45,1.24,1.02,88.92,19.89
13302,P13914,스모크 불고기햄,1.22,0.86,0.71,54.63,14.85
13303,P13915,스모크햄,0.98,1.03,1.22,157.5,18.99
13304,P13917,스모크햄-7,0.37,1.51,1.05,0.18,17.01
13305,P13918,알뜰주부 햄,0.79,1.06,1.05,155.7,16.83
13306,P13919,앙코르김밥 햄,0.63,1.18,1.4,153,19.8
13307,P13920,앙코르 바다시대,0.86,1.04,1.54,156.6,21.51
13308,P13921,앙코르 버섯시대,0.66,1.12,1.22,152.1,18
13309,P13922,앙코르 불갈비맛 햄,0.08,1.46,1.41,156.6,18.9
13310,P13923,앙코르 불고기햄,0.58,1.17,1.54,155.7,20.79
13311,P13924,앙코르 순돈육시대,0.08,1.48,1.69,158.4,21.42
13312,P13925,앙코르 숯불구이맛 김밥햄,1.05,1.11,1.3,161.1,20.25
13313,P13926,앙코르 숯불구이맛 완자햄,0.87,1.2,1.17,156.6,18.81
13314,P13927,앙코르 숯불구이맛 햄,0.92,1.29,1.31,163.8,20.61
13315,P13928,앙코르 숯불구이맛 후랑크,0.97,1.25,1.24,162.9,20.07
13316,P13929,앙코르 스모크햄,0.76,1.22,1.18,158.4,18.54
13317,P13930,앙코르 야채시대,0.65,1.18,1.24,153.9,18.54
13318,P13931,앙코르 유로후랑,0.18,1.3,1.73,156.6,21.51
13319,P13932,앙코르 피자스모크,0.48,1.21,1.39,160.2,19.26
13320,P13933,일등주부햄,0.78,1.11,0.97,155.7,16.47
13321,P13934,저지방햄,0.72,1.27,0.24,155.7,10.17
13322,P13935,즉석구이햄,0.05,1.33,1.01,53.73,15.03
13323,P13936,직화구이 김밥햄,0.45,1.23,0.81,86.4,18.18
13324,P13937,치즈속속 햄,0.76,1.18,1.28,155.7,19.26
13325,P13938,프리미엄 햄,0.66,1.54,1.39,93.6,21.33
13326,P13939,피자햄까스,2.99,0.81,0.14,29.7,16.56
13327,P13940,햄맛,1.5,3.87,3.96,288,116.1
13328,P13941,햄버거스테이크,0.97,0.86,0.84,44.55,14.85
13329,P13943,불고기햄버그,1.35,0.69,1.03,44.82,17.46
13330,P13944,버그,0.6,1.31,1.85,44.1,24.57
13331,P13945,불고기패티,0.31,1.82,1.63,45.45,23.22
13332,P13946,게맛살 큰잔치 190g,1.84,0.72,0.08,52.32,10.95
13333,P13947,꼬마장사,0.97,0.83,1.52,49.98,21.46
13334,P13948,10알 자연란,1.01,4.18,2.81,16.2,45
13335,P13949,6알 자연란,1.01,4.18,2.81,16.2,45
13336,P13950,도라에몽,1.2,0.9,0.81,63,15
13337,P13951,마다가스카,1.5,0.9,0,39,9
13338,P13952,맥스봉 크림치즈&콘,1.29,0.77,0.98,64.29,16.71
13339,P13953,삼호맛살 270g,1.75,0.75,0.07,54.86,10.62
13340,P13954,알뜰소시지 500g,1.53,0.72,1.35,54,20.7
13341,P13955,야채맛소시지 190g,1.44,0.81,0.72,54,15.3
13342,P13956,어묵,9.38,9.37,7.37,401.88,141.35
13343,P13957,우리쌀 옛날소시지,8,2,1.2,180,50
13344,P13958,잔치 소시지,6.69,2.7,0.45,135.38,41.7
13345,P13959,조이락 동원 실속 맛살 1kg,1.85,0.76,0.03,57.44,10.65
13346,P13960,진주 홈 소시지,2.16,0.54,0.81,43.2,18
13347,P13961,청정원 뿌까마또르 담백한 맛,6.81,3.4,3.57,153.12,76.56
13348,P13962,청정원 뿌까마또르,2.81,2.25,2.59,118.12,42.19
13349,P13963,청정원 코코몽 소시지,7,1,3,180,60
13350,P13964,출첵 345g,0.99,0.99,0.72,39.6,14.4
13351,P13965,키스틱 매콤문어 600g,1.26,1.08,0.9,68.4,18
13352,P13966,한성 통통맛살H 1kg,2.08,0.58,0.06,61.42,11.22
13353,P13967,한아름 소시지 600g,1.53,0.72,1.35,54,20.7
13354,P13968,가자미살,0.04,1.37,0.05,0,6.03
13355,P13969,게맛살,1.39,1,0,71.28,9.63
13356,P13971,게맛살버거,2.91,0.57,0.1,41.58,14.76
13357,P13972,게맛살 큰잔치,0.82,1.67,0.02,71.28,10.17
13358,P13973,골드집 게맛살,2.29,0.68,0.03,24.57,12.06
13359,P13974,맛살말이,1.03,1.61,0.19,41.76,12.24
13360,P13975,모양집게 맛살,2.09,0.57,0.24,74.88,12.78
13361,P13976,바다가재 맛살,0.85,1.3,0.05,75.51,9.09
13362,P13977,삼호 게맛살,1.55,0.72,0.15,63.63,9.72
13363,P13978,새우맛살,1.24,0.72,0.05,23.85,8.37
13364,P13981,생생 게맛살,1.22,1.15,0.05,69.48,10.26
13365,P13982,생생 맛살,1.75,0.82,0,69.48,10.35
13366,P13983,실속 집게맛살,2.38,0.63,0.04,22.68,11.52
13367,P13984,싱싱맛살,0,0.95,0.01,71.28,10.62
13368,P13985,잔치 게맛살,0.48,1.38,0.05,66.51,8.1
13369,P13986,잔치 맛살,1.49,0.9,0.01,66.51,9.63
13370,P13987,집게 맛살,2.13,0.56,0.24,74.88,12.87
13371,P13988,통통 맛살,1.75,0.88,0.06,73.71,11.07
13372,P13989,고등어,0,1.59,0.69,34.11,12.6
13373,P13991,골뱅이,0.63,1.23,0.05,47.07,7.83
13374,P13993,양념 어리굴젓,12,8.7,2.6,2733,109
13375,P13994,까나리생젓,4.5,8.2,0.7,5544,57
13376,P13995,꼴뚜기젓갈,9,11.9,0.4,1721,118
13377,P13996,꽁치,0.72,1.17,1.16,108,18
13378,P13998,네모 대구살,0.05,1.4,0.04,14.31,6.12
13379,P13999,대구 미니,4.28,1.4,0.12,56.97,23.76
13380,P14000,대구살,0.07,1.42,0.03,14.31,6.21
13381,P14001,대구 후레쉬,4.42,1.18,0.18,56.97,24.03
13382,P14002,빵가루 입은 통살 대구,4.42,1.18,0.18,56.97,24.03
13383,P14004,전감용 대구살,0.05,1.41,0.02,14.31,6.03
13384,P14005,대구아가미젓갈,13.7,11.2,0.2,7222,101
13385,P14006,양념 대구아가미젓,7.7,14.2,1.1,2784,98
13386,P14007,멸치액젓,6.2,7.6,0.7,0,62
13387,P14008,순 멸치액젓,0.7,11.3,0.5,0,53
13388,P14009,고추양념 명란,8.2,12.9,3.2,3394,116
13389,P14010,고추양념 명란젓,6.8,20.7,1.5,2953,124
13390,P14011,골드 명란,9,19.5,0.4,3637,118
13391,P14012,명란젓갈,9.5,19.4,0.4,3637,119
13392,P14013,죽염 명란,9.4,19.3,0.4,3668,118
13393,P14014,네모명태살,0.14,1.49,0.05,19.26,6.93
13394,P14015,명태미니,4.88,1.14,0.15,58.86,25.56
13395,P14016,명태살,0.03,1.47,0.05,18.9,6.39
13396,P14017,명태 후레쉬,4.91,1.12,0.13,58.86,25.11
13397,P14018,빵가루 입은 통살 명태,4.88,1.12,0.13,58.86,25.11
13398,P14019,빵가루 입은 통살 명태 미니,4.91,1.14,0.15,58.86,25.56
13399,P14020,전감용 명태살,0.05,1.4,0.04,18.9,6.12
13400,P14021,실속 새우까스,2.7,1.14,0.21,74.79,17.19
13401,P14022,깐 새우살,1.75,1.04,0.03,69.48,4.41
13402,P14023,새우,2.7,1.75,1.06,74.79,33.66
13403,P14024,새우살,0.08,1.49,0.07,19.53,6.93
13404,P14025,새우 동그랑땡,1.22,0.74,0.66,51.48,13.77
13405,P14026,새우땡,1.22,1.24,0.76,51.48,16.38
13406,P14028,새우와 야채맛,1.84,0.79,1.42,0,23.31
13407,P14029,새우완자,1.26,0.72,0.02,35.1,8.1
13408,P14031,새우패티,2.38,0.42,0.13,67.41,12.33
13409,P14032,새우젓갈,0.17,0.63,0.03,614.7,3.42
13410,P14033,분홍 생새우튀김,3,0.9,0.14,30.96,16.83
13411,P14034,흰살 생선까스,1.84,0.94,0.11,86.4,12.06
13412,P14035,달꼬치,2.27,1.01,0.02,70.74,13.23
13413,P14036,달마당 1호,2.17,1.01,0.09,70.11,13.5
13414,P14037,달부들,2.99,0.9,0.02,73.35,15.66
13415,P14038,달사각,2.53,1.09,0.05,73.44,14.94
13416,P14039,들국화,1.94,1.03,0.02,67.86,12.06
13417,P14040,맛꼬치,1.03,1.6,0.16,46.53,11.97
13418,P14041,맛돌이,2.58,1.03,0.04,72.09,14.76
13419,P14042,맛바,2.69,1.03,0.05,74.79,15.39
13420,P14043,맛솜씨,1.51,1.35,0.16,43.83,12.87
13421,P14044,모두랑 1호,1.98,0.99,0.09,67.41,12.69
13422,P14045,모듬잔치,1.09,1.5,0.19,37.8,12.06
13423,P14046,민들레,1.95,0.94,0.01,67.23,11.61
13424,P14047,바다시대,1.49,1.05,1.1,0,20.07
13425,P14048,방울꽃,2.02,0.94,0.01,67.86,11.88
13426,P14049,백리향,2.65,0.68,0.01,68.4,13.41
13427,P14050,백운란,1.75,0.98,0,65.97,10.89
13428,P14051,백합,1.86,1.1,0.06,68.4,12.33
13429,P14052,별1호,3.07,0.96,0.09,75.24,16.83
13430,P14053,별2호,2.42,0.96,0.02,70.92,13.68
13431,P14054,별3호,2.65,0.96,0.04,72.72,14.76
13432,P14055,별사각,2.74,1.03,0.23,76.14,17.28
13433,P14056,봉선화,2.18,0.99,0.03,69.03,12.87
13434,P14057,부산어묵,2.66,1.08,0.03,73.35,15.21
13435,P14058,부추마당,1.85,0.98,0.02,65.97,11.43
13436,P14059,새참바,1.27,1.39,0.25,42.12,12.87
13437,P14060,색동이,2.09,0.94,0.02,68.4,12.24
13438,P14061,선 맛꼬치,1.47,1.36,0.11,43.83,12.24
13439,P14062,선종합,1.38,1.33,0.17,45.99,12.42
13440,P14063,아롱이,1.48,1.35,0.14,44.37,12.6
13441,P14066,알알이,1.39,1.31,0.15,54.27,12.15
13442,P14067,야채시대,1.68,1.01,0.74,56.07,17.37
13443,P14068,야채주물럭,1.22,1.43,0.22,42.21,12.69
13444,P14069,어깨동무,2.51,0.97,0.05,70.92,14.49
13445,P14070,어사또,1.15,1.61,0.15,43.92,12.42
13446,P14071,오징어튀김어묵,2.08,1.05,0.08,69.39,13.23
13447,P14072,월매,0.98,1.64,0.17,41.4,11.97
13448,P14073,은비,2.27,1,0.09,70.74,13.86
13449,P14074,이도령,1.03,1.63,0.14,42.03,11.88
13450,P14075,장다리,2.6,1.05,0.12,0,15.66
13451,P14076,장보고,1.07,1.51,0.17,45.63,11.88
13452,P14077,재롱이,2.22,0.96,0.01,69.03,12.87
13453,P14078,진종합,1.12,1.58,0.14,42.57,12.06
13454,P14079,참어묵바,1.44,1.02,0,64.08,9.81
13455,P14080,참어묵바 2호,1.64,0.97,0,64.71,10.44
13456,P14081,코스모스,2.01,0.81,0.09,67.23,12.06
13457,P14082,콩쥐,2.47,1,0.05,70.92,14.31
13458,P14083,튜울립,2.14,0.97,0.14,0,13.68
13459,P14084,한마당,1.37,1.35,0.13,45.54,12.06
13460,P14085,해꼬치,2.17,0.96,0.06,69.03,13.05
13461,P14086,호돌이,2.11,0.97,0.04,67.86,12.6
13462,P14087,휠터치,0.86,1.11,1.1,56.16,18
13463,P14088,금실 오징어,2.08,3.49,0.22,81.27,24.21
13464,P14090,오징어링 튀김,2.15,0.98,0.11,28.08,13.5
13465,P14091,오징어바,1.37,1.22,0.74,19.44,16.92
13466,P14094,오징어바 튀김,2.15,0.98,0.86,28.08,19.44
13467,P14096,오징어버거 튀김,2.73,0.8,0.14,29.43,15.39
13468,P14097,오징어볼,1.58,1.09,0.7,63.99,17.01
13469,P14098,오징어볼 튀김,2.71,0.76,0.1,28.89,14.76
13470,P14099,너겟,2.97,0.76,1.07,80.91,14.76
13471,P14100,오징어와 야채맛,2.97,0.76,1.07,80.91,24.57
13472,P14101,양념 오징어젓,6.8,15.8,1.8,2792,110
13473,P14102,오징어젓갈,11.7,13.2,0.3,3793,102
13474,P14103,소프트 오징어,0.22,6.07,0.4,90.36,28.8
13475,P14104,오징어 숯불구이,0.79,3.37,0.05,68.13,17.01
13476,P14105,왕실 오징어,2.03,3.92,0.11,81.27,24.75
13477,P14106,찢은 오징어,0.24,6.04,0.39,90.36,28.62
13478,P14107,참맛 오징어 버터줄구이,0.85,4.75,0.16,81.09,23.85
13479,P14108,조개젓갈,15.6,9.6,0.2,5537,102
13480,P14109,양념조개젓,8,10.7,1.6,2693,89
13481,P14110,양념창란젓,8.2,12.9,3.2,2784,107
13482,P14111,창란젓갈,15.2,10.9,0.5,162,109
13483,P14112,청어알젓갈,12.8,11.2,0.3,6635,99
13484,P14113,행복한콩 고소한 두부D,1.09,4.29,2.69,26.69,42.69
13485,P14114,DHA참치,0.01,1.81,1.52,31.05,20.88
13486,P14115,고추마당,1.61,1,0.12,0,11.52
13487,P14119,김치찌개용 참치,0.77,1.96,0.7,0,17.28
13488,P14120,김치찌개 참치,0.03,1.7,0.82,3.6,14.85
13489,P14121,꼬마 참치까스,1.19,1.13,0.6,0,16.56
13490,P14122,다랑어/참치,0.88,0.97,0.87,75.96,15.21
13491,P14123,동원 마일드참치,0,0,0,0,0
13492,P14124,동원 살코기참치,0.02,1.7,1.53,3.6,21.33
13493,P14125,라이트 스탠다드참치,0.1,1.58,1.47,31.05,19.98
13494,P14126,마일드참치,0.03,1.75,0.84,0,14.58
13495,P14127,바다참치,0.21,2.11,0.87,31.05,17.1
13496,P14128,살코기참치,0.12,2.13,0.83,31.05,16.47
13497,P14129,아이큐참치,0.02,1.77,1.06,69.21,16.74
13498,P14130,야채참치,1.19,1.46,0.08,0,11.34
13499,P14131,짜장참치,1.37,1.19,0.18,0,11.79
13500,P14133,참치고추,1.19,1.88,0.21,0,9.63
13501,P14134,참치살코기,1.19,1.59,1.7,0,21.69
13502,P14135,참치야채,1.19,1.2,0.4,0,9.36
13503,P14136,프리미엄참치,0.22,1.92,0.32,0,11.43
13504,P14137,후레쉬참치,0.04,1.93,0.24,0,9.99
13505,P14138,100% 스페인산 올리브유,0,0,0.25,0,2.25
13506,P14139,100% 캐나다산 카놀라유,0,0,0.25,0,2.25
13507,P14140,58% 베지터블 오일 스프레드,0,0,0.17,1.57,1.53
13508,P14141,CBL 씨비엘,0,0,0.25,0,2.25
13509,P14142,CJ 포도씨유,0,0,0.25,0,2.25
13510,P14143,CJ 황금 참기름,0,0,0.25,0,2.25
13511,P14144,건강을 생각한 요리유,0,0,0.25,0,2.25
13512,P14145,검은깨로 만든 황금참기름,0,0,0.25,0,2.25
13513,P14146,고소한맛 진한 참기름,0,0,0.23,0,2.08
13514,P14147,고올레산 해바라기유 엔,0,0,0.25,0,2.25
13515,P14148,교촌치킨 튀김전용유,0,0,0.25,0,2.25
13516,P14149,급식용 혼합유,0,0,0.25,0,2.25
13517,P14150,김밥전용 김,42.3,38.5,4.3,345,361
13518,P14151,도시락용 조미김,0.05,0.04,0.04,5.04,0.69
13519,P14152,식탁용 조미김,0.05,0.04,0.04,5.05,0.69
13520,P14153,양반김,0.06,0.04,0.04,5.6,0.77
13521,P14154,전장 조미김,0.05,0.04,0.04,5.07,0.69
13522,P14155,전통김,24.2,22.2,44.7,4300,588
13523,P14156,돌김,35.1,28.9,25.2,3532,483
13524,P14157,까라페리 포도씨유,0,0,0.25,0,2.25
13525,P14158,깐부치킨 전용유,0,0,0.25,0,2.25
13526,P14159,남양 전용유,0,0,0.25,0,2.25
13527,P14160,남양 전용유 플러스,0,0,0.25,0,2.25
13528,P14161,뉴트리션 스쿨,0,0,0.25,0,2.25
13529,P14162,뉴트리션 스쿨 현미유,0,0,0.25,0,2.25
13530,P14163,돈앤 치퀸 오일,0,0,0.25,0,2.25
13531,P14164,동일 전용유,0,0,0.25,0,2.25
13532,P14165,두영 F&G 에프&지 전용유,0,0,0.25,0,2.25
13533,P14166,"땅콩,호두,아몬드로 만든 견과유",0,0,0.25,0,2.25
13534,P14167,뚜레쥬르 튀김유,0,0,0.25,0,2.25
13535,P14168,라이트라,0,0,0.25,0,2.25
13536,P14169,러브레터 프리미엄 오일 플러스,0,0,0.25,0,2.25
13537,P14170,러브레터 프리미엄 오일,0,0,0.25,0,2.25
13538,P14171,리치푸드 튀김용 식용유,0,0,0.25,0,2.25
13539,P14172,맘스 오일,0,0,0.25,0,2.25
13540,P14173,맘스 프리미엄 오일,0,0,0.25,0,2.25
13541,P14174,매드 후라이치킨 전용유,0,0,0.25,0,2.25
13542,P14175,맥시칸 치킨 튀김유,0,0,0.25,0,2.25
13543,P14176,명암 산채 영농조합 고추씨 기름,0,0,0.25,0.02,2.25
13544,P14177,모모 전용유,0,0,0.25,0,2.25
13545,P14178,미소야 전용유,0,0,0.25,0,2.25
13546,P14179,N/H돌미역,36.3,15.5,1.1,2100,217
13547,P14180,실미역,40.6,18.1,0,7392,246
13548,P14181,백설 고소한 쌀눈유,0,0,0.25,0,2.24
13549,P14182,백설 옥수수유,0,0,0.25,0,2.25
13550,P14183,백설 진한 참기름,0,0,0.25,0,2.25
13551,P14184,백설 고올레산 해바라기유 엔,0,0,0.25,0,2.25
13552,P14185,백설 쌀눈유,0,0,0.25,0,2.25
13553,P14186,백설 카놀라유,0,0,0.25,0,2.25
13554,P14187,백설 카놀라유 라이트,0,0,0.25,0,2.25
13555,P14190,백설 고소한 참기름,0,0,0.23,0,2.08
13556,P14191,백설유 옥수수유,0,0,0.25,0,2.25
13557,P14192,백설유 해바라기유,0,0,0.25,0,2.25
13558,P14193,백설 현미유,0,0,0.25,0,2.25
13559,P14194,버거킹 전용유,0,0,0.25,0,2.25
13560,P14195,버무리 튀김전용유,0,0,0.25,0,2.25
13561,P14196,베르톨리 올리브유,0,0,0.25,0,2.25
13562,P14197,부어치킨전용유,0,0,0.25,0,2.25
13563,P14198,분유용유지 피P,0,0,0.25,0,2.25
13564,P14199,비비고 참기름,0,0,0.23,0,2.19
13565,P14200,비비엠 튀김전용유,0,0,0.25,0,2.25
13566,P14201,빅투치킨 튀김전용유,0,0,0.25,0,2.25
13567,P14202,삐에트로코리첼리 해바라기유,0,0,0.25,0,2.25
13568,P14203,사조 해표 옥수수유,0,0,0.25,0,2.25
13569,P14204,쉐프원 100 % 콩식용유,0,0,0.25,0,2.25
13570,P14205,쉐프원 100 % 통참깨 참기름,0,0,0.25,0,2.25
13571,P14206,쉐프원 아이쑥쑥 비타스쿨,0,0,0.25,0,2.25
13572,P14207,쉐프원 옥수수유,0,0,0.25,0.01,2.25
13573,P14208,쉐프원 카놀라유,0,0,0.25,0,2.25
13574,P14209,스낵튀김유,0,0,0.25,0,2.25
13575,P14210,스쿨푸드 전용유,0,0,0.25,0,2.25
13576,P14211,식용유 오뚜기라면,0,0,0.25,0,2.25
13577,P14212,쌀눈유,0,0,0.25,0,2.25
13578,P14213,쌀눈유 알비더블유,0,0,0.25,0,2.25
13579,P14214,썬후라잉오일 전용유,0,0,0.25,0,2.25
13580,P14215,씨비엘 에스비 40,0,0,0.25,0,2.25
13581,P14216,씨비엘 에이치비 10,0,0,0.25,0,2.25
13582,P14217,씨비엘 에이치비 11,0,0,0.25,0,2.25
13583,P14218,씨비엘 에이치비 32,0,0,0.25,0,2.25
13584,P14219,씨비엘 에이치에프 10,0,0,0.25,0,2.25
13585,P14220,씨비엘 에이치에프 11,0,0,0.25,0,2.25
13586,P14221,씨비엘 엔씨 10,0,0,0.25,0,2.25
13587,P14222,씨비엘 엔씨 11,0,0,0.25,0,2.25
13588,P14223,씨비엘 엠에스 10,0,0,0.25,0,2.25
13589,P14224,씨제이 조리유,0,0,0.25,0,2.25
13590,P14225,씨지브이 팝콘오일,0,0,0.25,0,2.25
13591,P14226,씨케이 전용유,0,0,0.25,0,2.25
13592,P14227,씨푸드 전용유,0,0,0.25,0,2.25
13593,P14228,아모제 후라잉오일,0,0,0.25,0,2.25
13594,P14229,아시안푸드 중화 전용유,0,0,0.25,0,2.25
13595,P14230,아주커치킨 전용유,0,0,0.25,0,2.25
13596,P14231,안달루시아산 올리브유,0,0,0.25,0,2.25
13597,P14233,앤치킨 전용유,0,0,0.25,0,2.25
13598,P14234,어묵전용유,0,0,0.25,0,2.25
13599,P14235,에스 플러스,0,0,0.25,0,2.25
13600,P14236,에스디 전용유,0,0,0.25,0,2.25
13601,P14237,옛날 고추맛 기름,0,0,0.2,0,1.8
13602,P14238,오뚜기 향긋한 들기름,0,0,0.25,0,2.25
13603,P14239,오뚜기 고소한 참기름,0,0,0.25,0,2.25
13604,P14240,옥수수유 튀김 전용유,0,0,0.25,0,2.25
13605,P14241,옥수수유 오뚜기라면,0,0,0.25,0,2.25
13606,P14242,옥수수유 진유원,0,0,0.25,0,2.25
13607,P14243,옥수수유 튀김전용유,0,0,0.25,0,2.25
13608,P14244,올리브 테이블 마아가린,0,0,0.17,1.45,1.57
13609,P14245,올리브떡볶이 전용유,0,0,0.25,0,2.25
13610,P14246,요리전용 올리브유,0,0,0.25,0,2.25
13611,P14247,유맥 카놀라유,0,0,0.25,0,2.24
13612,P14248,유맥 포도씨유,0,0,0.25,0,2.25
13613,P14249,유채씨 100% 카놀라유,0,0,0.25,0,2.25
13614,P14250,육칠팔 전용유,0,0,0.25,0,2.25
13615,P14251,이건 후라잉오일,0,0,0.25,0,2.25
13616,P14252,이마트 베스트참기름,0,0,0.25,0,2.25
13617,P14253,이츠웰 콩기름,0,0,0.25,0,2.25
13618,P14254,이츠웰 해바라기유,0,0,0.25,0,2.25
13619,P14255,이츠웰 콩기름 급식전용유,0,0,0.25,0,2.25
13620,P14256,이츠웰 현미유,0,0,0.25,0,2.25
13621,P14258,일식튀김 전용유,0,0,0.25,0,2.25
13622,P14259,일품 튀김유,0,0,0.25,0,2.25
13623,P14260,정제올리브유,0,0,0.25,0,2.25
13624,P14261,조미김 전용유,0,0,0.25,0,2.25
13625,P14262,조미김 전용유 에이치,0,0,0.25,0,2.25
13626,P14263,죠스떡볶이튀김 전용유,0,0,0.25,0,2.25
13627,P14264,지짐이 전용유,0,0,0.25,0,2.25
13628,P14265,진유원 카놀라유,0,0,0.25,0,2.25
13629,P14266,진한 들기름,0,0,0.25,0,2.25
13630,P14267,진한 참기름,0,0,0.25,0,2.25
13631,P14268,참진한 들기름 해표,0,0,0.25,0.01,2.25
13632,P14269,처갓집 프리미엄오일 벌크,0,0,0.25,0,2.25
13633,P14270,처갓집 프리미엄오일 플러스,0,0,0.25,0,2.25
13634,P14271,청정원 올리브유,0,0,0.25,0,2.25
13635,P14272,청정원 쌀눈유,0,0,0.25,0,2.25
13636,P14273,청정원 통참깨 참기름,0,0,0.25,0,2.25
13637,P14274,치킨마루 전용유,0,0,0.25,0,2.25
13638,P14276,케이에프씨 후라잉오일,0,0,0.25,0,2.25
13639,P14277,케이에프씨전용유,0,0,0.25,0,2.25
13640,P14278,코바코 후라잉오일,0,0,0.25,0,2.25
13641,P14280,테이블 마아가린,0,0,0.18,1.48,1.59
13642,P14281,튀김전용 고올레산 해바라기유,0,0,0.25,0,2.25
13643,P14282,튀김전용유 국대,0,0,0.25,0,2.25
13644,P14283,튀김전용유,0,0,0.25,0,2.25
13645,P14284,튀김조리유,0,0,0.25,0,2.25
